ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2020,OxyPrem,OxyPrem,Switzerland,Africa,Medical devices,n/a,New Investment Stra...,-,-
2,Aug 2020,Caresocius,Caresocius,Switzerland,Africa,Healthcare,n/a,New Funding/Resour...,-,-
3,Aug 2020,Bitlumens,Bitlumens,Switzerland,Africa,Industrial equipment,n/a,New Investment Stra...,-,-
4,Aug 2020,Credolab,Credolab,Singapore,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$7.00m,-
5,Aug 2020,Vuleka,Vuleka,South Africa,Africa,Consumer products,n/a,New Investment Stra...,-,-
6,Aug 2020,Pi Flow,Pi Flow,Saudi Arabia,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
7,Aug 2020,Parsable,Parsable,United States,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$60.00m,-
8,Aug 2020,HMD Global,HMD Global,Finland,India,Communications,n/a,New Funding/Resour...,$280.00m,-
9,Aug 2020,Globalization Part...,Globalization Part...,United States,Middle East,Business services,n/a,New Investment Stra...,-,-
10,Aug 2020,PayMob,PayMob,Egypt,Middle East,Software & IT services,n/a,New Funding/Resour...,$3.50m,-
11,Aug 2020,Glamera,Glamera,Egypt,Bahrain,Software & IT services,n/a,New Funding/Resour...,-,-
12,Aug 2020,Eyewa,Eyewa,UAE,Middle East,Consumer products,n/a,New Funding/Resour...,$2.50m,-
13,Aug 2020,Twiga Foods,Twiga Foods,Kenya,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
14,Aug 2020,konga.com,konga.com,Nigeria,Africa,Textiles,n/a,New Funding/Resour...,-,-
15,Aug 2020,Enlabeler,Enlabeler,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
