ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2020,OKHi,OKHi,Kenya,Nigeria,Software & IT services,n/a,New Funding/Resour...,$1.79m,-
2,Sep 2020,Green Monday Gr...,Green Monday H...,Hong Kong,Asia-Pacific,Food and Beverages,n/a,New Funding/Resour...,$70.00m,-
3,Sep 2020,Beyond Limits,Beyond Limits,United States,United States,Software & IT services,n/a,New Funding/Resour...,$113.00m,-
4,Sep 2020,Terra Nutritech,Terra Nutritech,Ireland,Denmark,Industrial equipment,n/a,New Investment Stra...,-,-
5,Sep 2020,Vantaz,Vantaz,Chile,South Africa,Business services,Business Services,Considering Project (...,-,-
6,Sep 2020,Zagace,Zagace,United States,United States,Software & IT services,n/a,New Funding/Resour...,$16.70m,-
7,Sep 2020,dLocal,dLocal,Uruguay,Latin America & C...,Software & IT services,n/a,New Investment Stra...,-,-
8,Sep 2020,Copia Global,Copia Global,Kenya,Africa,Consumer products,n/a,New Funding/Resour...,$5.00m,-
9,Sep 2020,Rology,Rology,Egypt,Kenya,Healthcare,n/a,New Funding/Resour...,$0.86m,-
10,Sep 2020,Mdundo,Mdundo,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
11,Sep 2020,Yellow (Yellow So...,Yellow (Yellow So...,Malawi,Uganda,Renewable energy,Research & Devel...,New Funding/Resour...,$3.30m,-
12,Sep 2020,Moleskine,Moleskine,Italy,Asia-Pacific,Consumer products,n/a,New Investment Stra...,-,-
13,Sep 2020,Curio,Curio,United Kingdom,United States,Software & IT services,n/a,New Funding/Resour...,$9.00m,-
14,Sep 2020,Stackrox,Stackrox,United States,Middle East,Software & IT services,n/a,New Funding/Resour...,$26.50m,-
15,Sep 2020,Solarise Africa,Solarise Africa,Kenya,Africa,Renewable energy,n/a,New Funding/Resour...,$10.00m,-
