ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2023,Qatar Energy (Qa...,Qatar Energy (Qa...,Qatar,Namibia,"Coal, oil & gas",n/a,New Investment Stra...,-,-
2,May 2023,Peppa,Peppa,United Kingdom,Nigeria,Software & IT services,n/a,New Investment Stra...,-,-
3,May 2023,Serverspace,Serverspace,Netherlands,Latin America & C...,Communications,ICT & Internet Infra...,Considering Project (...,-,-
4,May 2023,Thiqah,Thiqah,Saudi Arabia,Egypt,Software & IT services,n/a,Considering Project (...,-,-
5,May 2023,Tricog Health,Tricog Health,India,United States,Medical devices,n/a,New Funding/Resour...,$8.50m,-
6,May 2023,Certn,Certn,Canada,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$30.00m,-
7,May 2023,Chargel,Chargel,Senegal,Africa,Software & IT services,n/a,New Funding/Resour...,$2.50m,-
8,Apr 2023,Tarabut Gateway,Tarabut Gateway,UAE,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
9,Apr 2023,Chekkit,Chekkit,Nigeria,India,Software & IT services,n/a,New Funding/Resour...,-,-
10,Apr 2023,Manhattan Associ...,Manhattan Associ...,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,-,-
11,Apr 2023,Pride Global,Russell Tobin & A...,United States,Asia-Pacific,Business services,Business Services,New Investment Stra...,-,-
12,Apr 2023,Ebanx,Ebanx,Brazil,Africa,Software & IT services,n/a,New Investment Stra...,-,-
13,Apr 2023,Cyfirma,Cyfirma,Singapore,India,Software & IT services,n/a,New Funding/Resour...,-,-
14,Apr 2023,Raxio Group,Raxio Group,United States,Africa,Communications,ICT & Internet Infra...,Considering Project (...,$170.00m,-
15,Apr 2023,Ryse Energy,Ryse Energy,UAE,North America,Renewable energy,n/a,New Funding/Resour...,$15.00m,-
