ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Apr 2015,Faerch Plast,Faerch Plast,Denmark,Asia-Pacific,Plastics,n/a,New Investment Stra...,-,-
2,Apr 2015,Aristotle,Aristotle,United States,Ghana,Communications,"Sales, Marketing ...",Considering Project (...,-,-
3,Apr 2015,Heidelberg Materi...,Heidelberg Materi...,Germany,South Africa,Building materials,Manufacturing,Considering Project (...,-,-
4,Apr 2015,Asseco Poland,Asseco Poland,Poland,Zambia,Software & IT serv...,Research & Devel...,Considering Project (...,-,-
5,Apr 2015,Devki Group of C...,National Cement,Kenya,South Sudan,Building materials,n/a,New Investment Stra...,-,-
6,Apr 2015,SizweNtsalubaGo...,SizweNtsalubaGo...,South Africa,Africa,Business services,Unspecified,New Investment Stra...,-,-
7,Apr 2015,Atlas Developme...,Atlas Developme...,Kenya,Africa,Business services,n/a,New Investment S...,-,$9.89m
8,Apr 2015,Starz,Starz,United States,Latin America & C...,Software & IT serv...,n/a,New Investment Stra...,-,-
9,Apr 2015,Blue Cacti,Blue Cacti,Qatar,Middle East,Business services,Business Services,Considering Project (...,-,-
10,Apr 2015,Equity Bank,Equity Bank,Kenya,Africa,Financial services,Business Services,Considering Project (...,-,$2.16bn
11,Apr 2015,Tanium,Tanium,United States,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
12,Mar 2015,BlackLine Systems,BlackLine Systems,United States,Middle East,Software & IT serv...,"Sales, Marketing ...",Considering Project (...,-,-
13,Mar 2015,Minerals and Met...,Minerals and Met...,India,Africa,"Coal, oil & gas",n/a,New Investment Stra...,-,-
14,Mar 2015,GreenRoad Techn...,GreenRoad Techn...,United States,North America,Software & IT serv...,n/a,New Funding/Resour...,-,-
15,Mar 2015,Datalab,Datalab,Slovenia,Latin America & C...,Software & IT serv...,n/a,New Funding/Resour...,-,-
