ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2012,General Motors (...,Opel,United States,Latin America & C...,Automotive OEM,Unspecified,New Investment Stra...,-,-
2,May 2012,Barclays Bank,Barclays Bank,United Kingdom,Middle East,Financial services,Unspecified,New Investment Stra...,-,-
3,May 2012,Sifca,Sifca,Côte d Ivoire,Africa,Food and Beverages,Manufacturing,Considering Project (...,-,-
4,May 2012,Deutsche Bahn,DB Schenker,Germany,Latin America & C...,Transportation & ...,"Sales, Marketing ...",Considering Project (...,-,-
5,May 2012,Networxx,Networxx,India,Middle East,Business services,Education & Traini...,Considering Project (...,-,-
6,May 2012,Dow Chemical,Dow Chemical,United States,Africa,Chemicals,Manufacturing,Considering Projec...,-,-
7,May 2012,Swiss-Belhotel,Swiss-Belhotel,Hong Kong,Lebanon,Hotels & tourism,Unspecified,New Investment Stra...,-,-
8,May 2012,Idiso,Idiso,Spain,Latin America & C...,Software & IT serv...,Unspecified,New Personnel,-,-
9,May 2012,Solarcentury,Solarcentury,United Kingdom,Asia-Pacific,Electronic compon...,Unspecified,Considering Projec...,-,-
10,May 2012,Haier Group,Haier Group,China,Egypt,Consumer electron...,Unspecified,New Investment Stra...,-,-
11,May 2012,Caterpillar,Caterpillar,United States,Africa,Industrial equipme...,Manufacturing,Considering Project (...,-,-
12,May 2012,Tata Group,TATA Africa Holdi...,India,Africa,Food and Beverages,Manufacturing,Considering Project (...,-,-
13,May 2012,Standard Charter...,Standard Charter...,United Kingdom,Senegal,Financial services,Unspecified,New Investment Stra...,-,-
14,May 2012,Element Power,Element Power S...,United Kingdom,Africa,Renewable energy,Electricity,Considering Project (...,-,-
15,May 2012,Forus Health,Forus Health,India,Latin America & C...,Medical devices,Unspecified,New Funding/Resour...,-,$5.00m
