ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Dec 2022,Mainstream Rene...,Lekela Power,Ireland,Tunisia,Renewable energy,n/a,New Investment Stra...,-,-
2,Dec 2022,Solarise Africa,Solarise Africa,Kenya,Africa,Renewable energy,n/a,New Funding/Resour...,$33.40m,-
3,Dec 2022,Bitget,Bitget,Singapore,Africa,Software & IT services,"Sales, Marketing & ...",Considering Projec...,-,-
4,Nov 2022,Baraka,Baraka,UAE,Bahrain,Software & IT services,n/a,New Funding/Resour...,$20.00m,-
5,Nov 2022,Unicommerce,Unicommerce,India,Bahrain,Software & IT services,n/a,New Investment Stra...,-,-
6,Nov 2022,Eden Care,Eden Care,Rwanda,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
7,Nov 2022,Yassir,Yassir,Algeria,Middle East,Software & IT services,n/a,New Funding/Resour...,$150.00m,-
8,Nov 2022,DAM Health (DA...,DAM Health (DA...,United Kingdom,North America,Healthcare,n/a,New Investment Stra...,-,-
9,Nov 2022,XanPool,XanPool,Hong Kong,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$41.00m,-
10,Nov 2022,Digitalzone,Digitalzone,United States,Asia-Pacific,Business services,n/a,New Investment Stra...,-,-
11,Nov 2022,Sonatrach,Sonatrach,Algeria,Sudan,"Coal, oil & gas",n/a,New Investment Stra...,-,-
12,Nov 2022,KaiOS Technologies,KaiOS Technologies,United States,Africa,Software & IT services,n/a,New Funding/Resour...,$3.40m,-
13,Nov 2022,Pivo,Pivo,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$2.00m,-
14,Nov 2022,SmartProf,SmartProf,Morocco,Africa,Software & IT services,n/a,New Funding/Resour...,$0.10m,-
15,Nov 2022,Gojo & Company,Gojo & Company,Japan,Asia-Pacific,Financial services,n/a,New Funding/Resour...,$47.60m,-
