ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2026,RoboCare,RoboCare,Tunisia,Middle East,Industrial equipment,n/a,New Funding/Resour...,-,-
2,Jun 2026,Concord SAS,Concord SAS,France,United States,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
3,Jun 2026,TradersYard,TradersYard,Austria,Asia-Pacific,Financial services,n/a,New Funding/Resour...,-,-
4,Jun 2026,RC365 Holding,RC365 Holding,United Kingdom,Latin America & C...,Software & IT services,n/a,New Investment Stra...,-,-
5,Jun 2026,CreditChek,CreditChek,Nigeria,Africa,Financial services,n/a,New Funding/Resour...,$0.94m,-
6,Jun 2026,AXIAN Telecom,AXIAN Telecom,Madagascar,Uganda,Communications,n/a,New Funding/Resour...,$196.00m,-
7,Jun 2026,Fujifilm,Fujifilm,Japan,Saudi Arabia,"Paper, printing & pac...",n/a,New Investment Stra...,-,-
8,Jun 2026,Pinterest,Pinterest,United States,Latin America & C...,Software & IT services,n/a,New Investment Stra...,-,-
9,Jun 2026,Rem3dy Health G...,Rem3dy Health G...,United Kingdom,United States,Pharmaceuticals,n/a,New Funding/Resour...,$14.00m,-
10,Jun 2026,Wordsmith AI,Wordsmith AI,United Kingdom,United States,Software & IT services,n/a,New Funding/Resour...,$70.00m,-
11,Jun 2026,Anzana Electric G...,Anzana Electric G...,Mauritius,Africa,Renewable energy,Electricity,Considering Projec...,$20.00m,-
12,Jun 2026,Spiro (MAuto Elec...,Spiro (MAuto Elec...,Benin,Democratic Re...,Non-automotive tran...,n/a,New Funding/Resour...,$215.00m,-
13,Jun 2026,Trozo,Trozo,India,Saudi Arabia,Software & IT services,n/a,New Investment Stra...,-,-
14,Jun 2026,Emerson Electric,Emerson Electric,United States,Middle East,Industrial equipment,n/a,New Investment Stra...,-,-
15,May 2026,Metro Africa Xpre...,Metro Africa Xpre...,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$8.00m,-
