ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jan 2014,Seacom,Seacom,Mauritius,Africa,Communications,ICT & Internet Infra...,Considering Project (...,-,-
2,Jan 2014,Accenture,Accenture,Ireland,Latin America & C...,Business services,n/a,New Personnel,-,-
3,Jan 2014,Slot Systems,Slot Systems,Nigeria,Africa,Business machines...,Retail,Considering Project (...,-,-
4,Jan 2014,Security Solution...,Security Solution...,United States,Asia-Pacific,Space & defence,n/a,New Investment Stra...,-,-
5,Jan 2014,Huntsworth,Grayling,United Kingdom,Africa,Business services,Business Services,Considering Project (...,-,-
6,Dec 2013,Arabtec Holding,Emirates Falcon E...,UAE,Middle East,Business services,n/a,New Funding/Resour...,-,$136.10m
7,Dec 2013,Majid Al Futtaim ...,Majid Al Futtaim ...,UAE,Middle East,Food and Beverages,Construction,Considering Project (...,-,-
8,Dec 2013,TeamNet,TeamNet,Romania,Middle East,Software & IT serv...,"Sales, Marketing ...",Considering Project (...,-,-
9,Dec 2013,Spanjaard,Spanjaard,South Africa,Asia-Pacific,Chemicals,Manufacturing,Considering Project (...,-,-
10,Dec 2013,Fortinet,Fortinet,United States,Africa,Software & IT serv...,Unspecified,New Investment Stra...,-,-
11,Dec 2013,Mozido,Mozido,United States,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
12,Dec 2013,Ecobank Transnat...,Ecobank Transnat...,Togo,Africa,Financial services,n/a,New Funding/Resour...,-,$50.00m
13,Dec 2013,Royo Group,Royo Group,Spain,Latin America & C...,Consumer products,Manufacturing,Considering Project (...,-,-
14,Dec 2013,BT Group (British...,BT Group (British...,United Kingdom,Malaysia,Communications,n/a,New Investment Stra...,-,-
15,Dec 2013,Bank of Africa (B...,Bank of Africa (B...,Morocco,Africa,Financial services,n/a,New Funding/Resour...,-,$300.00m
