ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jul 2022,Maximus Internat...,Maximus Internat...,India,Nigeria,Chemicals,Manufacturing,New Funding/Resour...,$3.12m,-
2,Jul 2022,Mahindra Group,Mahindra Group,India,Latin America & C...,Industrial equipment,n/a,New Investment Stra...,-,-
3,Jul 2022,Dangote Group,Dangote Cement,Nigeria,Burundi,Building materials,Manufacturing,Considering Projec...,-,-
4,Jul 2022,Bizao,Bizao,France,Africa,Software & IT services,n/a,New Funding/Resour...,$8.20m,-
5,Jul 2022,Oxford Flow,Oxford Flow,United Kingdom,India,Industrial equipment,n/a,New Investment Stra...,-,-
6,Jul 2022,Solar Panda,Solar Panda,Kenya,Africa,Renewable energy,n/a,New Funding/Resour...,$8.00m,-
7,Jul 2022,Raya Holding,Raya Electronics,Egypt,Africa,Consumer electronics,Retail,New Investment Stra...,-,-
8,Jul 2022,Duhqa,Duhqa,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,$2.00m,-
9,Jul 2022,JumpCloud,JumpCloud,United States,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
10,Jul 2022,Spire Tech,Spire Tech,Bahrain,Middle East,Financial services,n/a,New Investment Stra...,-,$39.50m
11,Jul 2022,YAP Payment Ser...,YAP Payment Ser...,UAE,Pakistan,Software & IT services,n/a,Considering Project (...,$41.00m,-
12,Jul 2022,BKN301,BKN301,San Marino,Middle East,Software & IT services,n/a,New Funding/Resour...,$15.14m,-
13,Jul 2022,YAP Banking,YAP Banking,UAE,Pakistan,Software & IT services,n/a,New Funding/Resour...,$41.00m,-
14,Jul 2022,DKK Partners,DKK Partners,United Kingdom,Middle East,Financial services,Business Services,Considering Projec...,-,-
15,Jul 2022,BioNTech,BioNTech,Germany,Africa,Biotechnology,Manufacturing,Considering Project (...,-,-
