ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2021,DollarSmart Global,DollarSmart Global,Singapore,Malaysia,Financial services,n/a,New Funding/Reso...,-,-
2,Sep 2021,Wave (Wave Mobi...,Wave (Wave Mobi...,Senegal,Côte d Ivoire,Software & IT services,n/a,New Funding/Resour...,$200.00m,-
3,Sep 2021,GoKwik,GoKwik,India,Asia-Pacific,Software & IT services,n/a,Considering Projec...,$5.50m,-
4,Sep 2021,Port53,Port53,United States,United Kingdom,Software & IT services,n/a,New Investment Stra...,-,-
5,Sep 2021,Glovo App,Glovo App,Spain,Tunisia,Food and Beverages,n/a,New Investment Stra...,-,$59.32m
6,Sep 2021,Econet Global,Africa Data Centr...,Mauritius,Africa,Communications,ICT & Internet Infra...,Considering Project (...,-,$500.00m
7,Sep 2021,Agricorp Internati...,Agricorp Internati...,Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$17.50m,-
8,Sep 2021,BIPO,BIPO,Singapore,Latin America & C...,Software & IT services,n/a,New Investment Stra...,-,-
9,Sep 2021,Pixalate,Pixalate,United States,Singapore,Software & IT services,n/a,Considering Projec...,$18.10m,-
10,Sep 2021,Dawa Health,Dawa Health,Zambia,Zimbabwe,Software & IT services,n/a,New Investment Stra...,-,-
11,Sep 2021,Databook,Databook,United States,Middle East,Software & IT services,n/a,New Personnel,-,-
12,Aug 2021,PureSoftware,PureSoftware,India,Africa,Software & IT services,n/a,Considering Project (...,-,-
13,Aug 2021,Syarah,Syarah,Saudi Arabia,Middle East,Automotive OEM,n/a,New Funding/Resour...,$20.00m,-
14,Aug 2021,Wow Skin Science,Wow Skin Science,India,Asia-Pacific,Consumer products,n/a,New Personnel,-,-
15,Aug 2021,Trade X,Trade X,Canada,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$10.00m,-
