ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2026,Stitch fintech (Sti...,Stitch fintech (Sti...,Saudi Arabia,Bahrain,Software & IT services,n/a,New Funding/Resour...,$25.00m,-
2,May 2026,fu3e,fu3e,United Kingdom,United States,Software & IT services,n/a,New Investment Stra...,-,-
3,May 2026,Bisedge Logistics ...,Bisedge Logistics ...,Mauritius,Africa,Transportation & War...,n/a,New Funding/Resour...,$20.00m,-
4,May 2026,Cauridor,Cauridor,United States,Africa,Financial services,n/a,New Funding/Resour...,$2.00m,-
5,May 2026,SwishX,SwishX,India,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$2.20m,-
6,May 2026,Antier Solutions,Antier Solutions,India,United States,Software & IT services,n/a,New Funding/Resour...,$3.00m,-
7,May 2026,Genasys Technol...,Genasys Technol...,United Kingdom,Africa,Software & IT services,n/a,New Investment Stra...,-,-
8,May 2026,Teyliom Group,Bridge Bank Group,Côte d Ivoire,Africa,Financial services,n/a,New Investment Stra...,-,-
9,May 2026,EdfaPay,EdfaPay,Saudi Arabia,Oman,Software & IT services,n/a,New Funding/Resour...,$5.00m,-
10,May 2026,Hellmann Worldw...,Hellmann Worldw...,Germany,Egypt,Transportation & War...,n/a,New Investment Stra...,-,-
11,May 2026,Ryanair,Ryanair,Ireland,Spain,Aerospace,Maintenance & Serv...,Considering Project (...,-,$800.00m
12,May 2026,Edita Food Indust...,Edita Food Indust...,Egypt,Iraq,Food and Beverages,Manufacturing,New Funding/Resour...,$11.15m,-
13,Apr 2026,STL Trustees,STL Trustees,Nigeria,Africa,Financial services,n/a,New Investment Stra...,-,-
14,Apr 2026,Rogo,Rogo,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$160.00m,-
15,Apr 2026,Comfi,Comfi,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,$65.00m,-
