ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jul 2024,WorkPay,WorkPay,Kenya,Africa,Business services,n/a,New Funding/Resour...,$8.80m,-
2,Jul 2024,Hudson RPO,Hudson RPO,United States,Middle East,Business services,n/a,New Investment Stra...,-,-
3,Jul 2024,CK Power,Terramac,United States,Latin America & C...,Industrial equipment,n/a,New Investment Stra...,-,-
4,Jun 2024,Zyod,Zyod,India,Denmark,Software & IT services,n/a,New Funding/Resour...,$18.00m,-
5,Jun 2024,Connect Money,Connect Money,Egypt,Morocco,Financial services,n/a,New Funding/Resour...,$8.00m,-
6,Jun 2024,Peak3 (ZA Tech),Peak3 (ZA Tech),Singapore,Middle East,Software & IT services,Research & Develop...,Considering Projec...,$35.00m,-
7,Jun 2024,Vantage Data Ce...,Vantage Data Ce...,United States,North America,Communications,ICT & Internet Infra...,Considering Projec...,$9.20bn,-
8,Jun 2024,Uber Technologies,Uber Technologies,United States,Middle East,Software & IT services,n/a,New Investment Stra...,-,-
9,Jun 2024,Ooredoo (Qatar T...,Ooredoo (Qatar T...,Qatar,Middle East,Communications,ICT & Internet Infra...,Considering Project (...,-,-
10,Jun 2024,John Cockerill (C...,John Cockerill Hy...,Belgium,Morocco,Industrial equipment,Manufacturing,Considering Projec...,$249.00m,-
11,Jun 2024,Habib Al Mulla an...,Habib Al Mulla an...,UAE,Middle East,Business services,Business Services,Considering Project (...,-,-
12,Jun 2024,YoLa Fresh,YoLa Fresh,Morocco,Africa,Software & IT services,n/a,New Funding/Resour...,$7.00m,-
13,May 2024,GoBEBA,GoBEBA,Kenya,Africa,Consumer products,n/a,New Investment Stra...,-,-
14,May 2024,LAfricaMobile,LAfricaMobile,Senegal,Africa,Software & IT services,n/a,New Funding/Resour...,$4.60m,-
15,May 2024,Yali Aerospace,Yali Aerospace,India,Africa,Aerospace,n/a,New Funding/Resour...,-,-
