ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Dec 2010,Posco Daewoo (D...,Daewoo Engineer...,South Korea,Morocco,Renewable energy,Construction,New Overseas Suppli...,-,$1.05bn
2,Dec 2010,Butterfield Fulcrum,Butterfield Fulcrum,Bermuda,Middle East,Financial services,Business Services,New Personnel,-,-
3,Dec 2010,ZTS International...,ZTS International...,China,South Africa,Communications,Unspecified,New Investment Stra...,-,-
4,Dec 2010,Arab Swiss Engin...,ASEC Cement Hol...,Egypt,Africa,Building materials,Manufacturing,Considering Project (...,-,-
5,Dec 2010,Mercedes-Benz G...,Mitsubishi Fuso T...,Germany,South Korea,Automotive OEM,Unspecified,New Investment Stra...,-,-
6,Dec 2010,Hindusthan Natio...,Hindusthan Natio...,India,Middle East,"Paper, printing & p...",Unspecified,New Investment S...,-,-
7,Dec 2010,IHI Corporation (...,IHI Corporation (...,Japan,North America,Industrial equipme...,Unspecified,Considering Projec...,-,-
8,Dec 2010,Spamina,Spamina,Spain,Latin America & C...,Software & IT serv...,n/a,New Investment Stra...,-,-
9,Dec 2010,Rupa,Rupa,India,Asia-Pacific,Textiles,Unspecified,New Investment Stra...,-,-
10,Dec 2010,Isolux Corsan,Isolux Corsan,Spain,United States,Renewable energy,Electricity,Considering Project (...,-,-
11,Dec 2010,Mivan,Mivan,United Kingdom,Middle East,Real estate,Construction,New Investment Stra...,-,-
12,Dec 2010,Google,Google,United States,Middle East,Software & IT serv...,"Sales, Marketing ...",Considering Project (...,-,-
13,Dec 2010,Mediobanca,Mediobanca,Italy,Algeria,Financial services,Business Services,Considering Project (...,-,-
14,Dec 2010,Mothercare,Mothercare,United Kingdom,Latin America & C...,Textiles,Retail,New Investment Stra...,-,-
15,Dec 2010,Vestas,Vestas,Denmark,Cape Verde,Engines & turbines,Unspecified,New Overseas Suppli...,-,-
