ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Aug 2010,Foton Lovol Inter...,Foton Lovol Inter...,China,Kenya,Industrial equipment,Manufacturing,Considering Project (...,-,-
2,Aug 2010,Imara Group,Imara Group,Botswana,Africa,Financial services,Business Services,New Investment Stra...,-,-
3,Aug 2010,Hovid,Hovid,Malaysia,Asia-Pacific,Pharmaceuticals,Manufacturing,Considering Project (...,-,-
4,Aug 2010,Tejas Networks,Tejas Networks,India,Asia-Pacific,Communications,n/a,New Funding/Resour...,-,-
5,Aug 2010,ArcelorMittal,ArcelorMittal,Luxembourg,Asia-Pacific,Metals,Manufacturing,Considering Project (...,-,-
6,Aug 2010,congatec,congatec,Germany,Middle East,Electronic components,n/a,New Investment Stra...,-,-
7,Aug 2010,Bharti Group,Bharti Airtel,India,Africa,Communications,n/a,New Investment Stra...,-,$2.50bn
8,Aug 2010,Charoen Pokphan...,Charoen Pokphan...,Thailand,Asia-Pacific,Food and Beverages,n/a,New Investment Stra...,-,-
9,Aug 2010,Banco do Brasil,Banco do Brasil,Brazil,Africa,Financial services,Business Services,Considering Project (...,-,-
10,Aug 2010,QSR International,QSR International,Australia,Latin America & C...,Software & IT services,n/a,New Personnel,-,-
11,Aug 2010,Datacastle,Datacastle,United States,Middle East,Software & IT services,n/a,New Personnel,-,-
12,Aug 2010,Engie (GDF SUEZ...,International Pow...,France,Africa,"Coal, oil & gas",n/a,New Funding/Reso...,-,-
13,Aug 2010,Bradken,Bradken,Australia,Latin America & C...,Industrial equipment,"Sales, Marketing & ...",Considering Project (...,-,-
14,Aug 2010,Samsung Group,Samsung Electro...,South Korea,Ethiopia,Consumer electronics,Manufacturing,Considering Project (...,-,-
15,Aug 2010,Inerco Ingeniería...,Inerco Ingeniería...,Spain,Latin America & C...,Business services,n/a,New Investment Stra...,-,-
