ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Nov 2010,RiT,RiT,Israel,Africa,Software & IT serv...,Unspecified,New Investment Stra...,-,-
2,Nov 2010,Beacon Enterpris...,Beacon Enterpris...,United States,Latin America & C...,Software & IT serv...,Unspecified,New Overseas Suppli...,-,-
3,Nov 2010,Tiger Brands,Tiger Brands,South Africa,Africa,Food and Beverages,Unspecified,New Investment Stra...,-,-
4,Nov 2010,China National Pe...,China National Pe...,China,Iraq,"Coal, oil & gas",Unspecified,New Investment Stra...,-,-
5,Nov 2010,China Crescent E...,China Crescent E...,United States,Asia-Pacific,Software & IT serv...,Unspecified,New Investment Stra...,-,-
6,Nov 2010,Rasmala Investm...,Aramex Internati...,UAE,Asia-Pacific,Transportation & ...,Unspecified,New Investment Stra...,-,-
7,Nov 2010,A R Brown McFarl...,Brown McFarlane,United Kingdom,South Africa,Metals,Unspecified,New Investment Stra...,-,-
8,Nov 2010,Higer Bus,Higer Bus,China,Algeria,Automotive OEM,Manufacturing,Considering Project (...,-,-
9,Nov 2010,Workfront (AtTask),Workfront (AtTask),United States,Middle East,Software & IT serv...,Unspecified,New Investment Stra...,-,-
10,Nov 2010,Viacom,Viacom,United States,Latin America & C...,Leisure & entertai...,Unspecified,New Investment Stra...,-,-
11,Nov 2010,Clover Industries,Clover Industries,South Africa,Africa,Food and Beverages,Unspecified,New Funding/Resour...,-,-
12,Nov 2010,Exalt Communica...,Exalt Communica...,United States,Middle East,Communications,Unspecified,New Investment Stra...,-,-
13,Nov 2010,Bank of Baroda,Bank of Baroda,India,Africa,Financial services,Business Services,Considering Project (...,-,-
14,Nov 2010,Manganese Ore I...,Manganese Ore I...,India,Turkey,Metals,Unspecified,New Investment Stra...,-,-
15,Nov 2010,Amara Raja Batte...,Amara Raja Batte...,India,Asia-Pacific,Electronic compon...,Manufacturing,Considering Project (...,-,-
