ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2024,Zone (Appzone),Zone (Appzone),Nigeria,Africa,Software & IT services,n/a,New Funding/Resour...,$8.50m,-
2,Mar 2024,"Frame LA Brands,...","Frame LA Brands,...",United States,Middle East,Textiles,n/a,New Investment Stra...,-,-
3,Mar 2024,DKK Partners,DKK Partners,United Kingdom,Rwanda,Financial services,Business Services,Considering Project (...,-,-
4,Mar 2024,Onda,Onda,South Korea,Thailand,Software & IT services,n/a,New Investment Stra...,-,-
5,Mar 2024,mTek Services,mTek Services,Kenya,Africa,Financial services,n/a,New Funding/Resour...,$1.25m,-
6,Mar 2024,Dubai World,DP World,UAE,Africa,Transportation & War...,"Sales, Marketing & ...",Considering Project (...,-,-
7,Mar 2024,Moove Africa,Moove Africa,Netherlands,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$100.00m,-
8,Mar 2024,Lohum,Lohum,India,Asia-Pacific,Electronic components,Recycling,Considering Projec...,$54.00m,-
9,Mar 2024,Tookeez,Tookeez,Morocco,Middle East,Software & IT services,n/a,New Funding/Resour...,$1.50m,-
10,Mar 2024,Telecel Group,Telecel Group,United Kingdom,Africa,Communications,n/a,New Funding/Resour...,$20.00m,-
11,Mar 2024,JBS,JBS,Brazil,Middle East,Food and Beverages,Manufacturing,Considering Project (...,-,-
12,Mar 2024,Educational Initia...,Educational Initia...,India,Kenya,Software & IT services,n/a,New Funding/Resour...,$20.00m,-
13,Mar 2024,Startbutton,Startbutton,Nigeria,Uganda,Software & IT services,n/a,New Investment Stra...,-,-
14,Mar 2024,MoneyHash,MoneyHash,United States,Middle East,Software & IT services,n/a,New Funding/Resour...,$4.50m,-
15,Mar 2024,Yuno,Yuno,Colombia,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,$25.00m,-
