ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Oct 2017,Authentic Brands,Authentic Brands,United States,China,Business services,n/a,New Funding/Resour...,-,-
2,Oct 2017,Tupuca,Tupuca,Angola,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
3,Oct 2017,Reflektion,Reflektion,United States,Middle East,Software & IT serv...,n/a,New Funding/Resour...,-,$12.00m
4,Oct 2017,CDC Group,CDC Group,United Kingdom,Africa,Financial services,n/a,New Investment Stra...,-,-
5,Oct 2017,PricewaterhouseC...,PricewaterhouseC...,United Kingdom,Africa,Business services,Business Services,Considering Project (...,-,-
6,Oct 2017,Truecaller,Truecaller,Sweden,Africa,Software & IT serv...,Headquarters,Considering Project (...,-,-
7,Oct 2017,Wasoko (Sokowat...,Wasoko (Sokowat...,United States,Africa,Transportation & War...,n/a,New Funding/Resour...,-,-
8,Oct 2017,CRON Systems,CRON Systems,India,Middle East,Communications,Manufacturing,Considering Projec...,-,-
9,Oct 2017,TeleGroup,TeleGroup,United Kingdom,Middle East,Software & IT serv...,Unspecified,New Investment Stra...,-,-
10,Oct 2017,Oolu,Oolu,Senegal,Africa,Electronic compon...,n/a,New Funding/Resour...,-,-
11,Oct 2017,Hilton Hotels (Hilt...,Hilton Hotels (Hilt...,United States,Africa,Hotels & tourism,n/a,New Investment Stra...,-,$50.00m
12,Oct 2017,Sapayya,PaySec,UAE,United States,Financial services,n/a,New Investment Stra...,-,-
13,Oct 2017,Hyatt Hotels,Hyatt Hotels,United States,Africa,Hotels & tourism,Unspecified,New Investment Stra...,-,-
14,Sep 2017,Talkspace,Talkspace,United States,Latin America & C...,Healthcare,n/a,New Funding/Reso...,-,-
15,Sep 2017,Libryo,Libryo,United Kingdom,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
