ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jul 2010,Tourvest,Tourvest,South Africa,Zimbabwe,Hotels & tourism,n/a,New Investment Stra...,-,-
2,Jul 2010,Acergy,Acergy,United Kingdom,Africa,Business machines...,n/a,New Overseas Suppli...,-,-
3,Jul 2010,Kenol-Kobil Grou...,Kenol-Kobil Grou...,Kenya,South Africa,"Coal, oil & gas",Retail,Considering Project (...,-,-
4,Jul 2010,Aimetis,Aimetis,Canada,Middle East,Software & IT services,n/a,New Personnel,-,-
5,Jul 2010,Starwood Hotels ...,Starwood Hotels ...,United States,Kenya,Hotels & tourism,n/a,New Investment Stra...,-,-
6,Jul 2010,Akamai Technolo...,Akamai Technolo...,United States,Latin America & C...,Software & IT services,n/a,New Personnel,-,-
7,Jul 2010,NewMarket Techn...,NewMarket Techn...,United States,Africa,Communications,n/a,New Investment Stra...,-,-
8,Jul 2010,Utah Scientific,Utah Scientific,United States,Middle East,Communications,n/a,New Personnel,-,-
9,Jul 2010,FrieslandCampina,FrieslandCampina,Netherlands,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
10,Jul 2010,Al Danube Buildin...,Al Danube Buildin...,UAE,Asia-Pacific,Building materials,n/a,Considering Project (...,-,-
11,Jul 2010,Diamond Bank,Diamond Bank,Nigeria,Côte d Ivoire,Financial services,Business Services,New Investment Stra...,-,-
12,Jul 2010,Dart Energy,Dart Energy,Singapore,Africa,"Coal, oil & gas",Extraction,New Funding/Reso...,-,$88.00m
13,Jul 2010,Koc Holding,Beko (Arcelik),Turkey,Middle East,Consumer electronics,Manufacturing,Considering Project (...,-,-
14,Jul 2010,China Telecommu...,China Telecom,China,Middle East,Communications,n/a,New Investment Stra...,-,-
15,Jul 2010,Grupo ADI,Grupo ADI,Spain,Morocco,Transportation & War...,n/a,Considering Project (...,-,-
