ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2023,Archipels,Archipels,France,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
2,Jun 2023,DataPathology,DataPathology,Morocco,Africa,Software & IT services,n/a,New Funding/Resour...,$1.00m,-
3,Jun 2023,4me,4me,United States,United States,Software & IT services,n/a,New Funding/Resour...,-,-
4,Jun 2023,Kamioun,Kamioun,Tunisia,Algeria,Software & IT services,n/a,New Investment Stra...,-,-
5,Jun 2023,Zydii,Zydii,Kenya,Nigeria,Software & IT services,n/a,New Funding/Resour...,-,-
6,Jun 2023,PrestaFreedom,PrestaFreedom,Morocco,Africa,Software & IT services,n/a,New Funding/Resour...,$1.10m,-
7,Jun 2023,Earnipay,Earnipay,Nigeria,Africa,Software & IT services,n/a,New Investment Stra...,-,-
8,Jun 2023,Lifemost,Lifemost,UAE,Middle East,Software & IT services,n/a,New Funding/Resour...,$0.65m,-
9,Jun 2023,X-Trade Brokers (...,X-Trade Brokers (...,Poland,Middle East,Financial services,n/a,New Investment Stra...,-,-
10,Jun 2023,Brolly,Brolly,Ghana,Nigeria,Software & IT services,n/a,New Investment Stra...,$0.12m,-
11,Jun 2023,Chumz,Chumz,Kenya,Africa,Software & IT services,n/a,New Investment Stra...,-,-
12,Jun 2023,Llama Logisol (Sh...,Llama Logisol (Sh...,India,Africa,Software & IT services,n/a,New Investment Stra...,-,-
13,May 2023,DEBx Medical,DEBx Medical,Netherlands,Middle East,Pharmaceuticals,Headquarters,Considering Projec...,$10.66m,-
14,May 2023,Rooter,Rooter,India,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,$16.00m,-
15,May 2023,Sabi,Sabi,Nigeria,Democratic Re...,Software & IT services,n/a,New Funding/Resour...,$38.00m,-
