ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Mar 2019,Nissan,Nissan Motor,Japan,India,Automotive OEM,Manufacturing,New Investment Stra...,-,-
2,Mar 2019,Eicher Motors,Eicher Motors,India,Africa,Automotive OEM,n/a,New Investment Stra...,-,-
3,Mar 2019,Adgile Media,Adgile Media,Australia,United States,Software & IT services,n/a,New Investment Stra...,-,-
4,Mar 2019,BBOXX,BBOXX,United Kingdom,Africa,Renewable energy,n/a,New Funding/Resour...,-,$31.00m
5,Mar 2019,Banque Misr,Banque Misr,Egypt,Africa,Financial services,Business Services,Considering Project (...,-,-
6,Mar 2019,PEG Africa,PEG Africa,Ghana,Africa,Renewable energy,n/a,New Funding/Resour...,-,-
7,Mar 2019,Mobecom Digital ...,Mobecom Digital ...,Australia,Asia-Pacific,Financial services,n/a,New Investment Stra...,-,-
8,Mar 2019,Bwala,Bwala,Kenya,Uganda,Transportation & War...,n/a,New Funding/Resour...,-,-
9,Mar 2019,Bolt (Taxify),Bolt (Taxify),Estonia,Finland,Software & IT services,n/a,New Funding/Resour...,-,-
10,Mar 2019,Bidooh,Bidooh,United Kingdom,Africa,Electronic components,n/a,New Investment Stra...,-,-
11,Mar 2019,Sunray Ventures,Daystar Power,UAE,Africa,Renewable energy,n/a,New Funding/Resour...,-,-
12,Mar 2019,GreenTec Capital ...,GreenTec Capital ...,Germany,Africa,Financial services,n/a,New Funding/Resour...,-,-
13,Mar 2019,Software Technol...,Software Technol...,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
14,Mar 2019,Avivo Group,Avivo Group,UAE,Middle East,Healthcare,n/a,New Investment Stra...,-,-
15,Feb 2019,BBK Electronics,Oppo Electronics,China,Middle East,Communications,Manufacturing,New Investment Stra...,-,-
