ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Feb 2012,Essar Group,Aegis Limited,India,Latin America & C...,Business services,Unspecified,New Funding/Reso...,-,-
2,Feb 2012,Secure Ninja,Secure Ninja,United States,Latin America & C...,Software & IT serv...,Unspecified,New Investment Stra...,-,-
3,Feb 2012,AECI,AECI,South Africa,Latin America & C...,Chemicals,Unspecified,New Investment Stra...,-,-
4,Feb 2012,Grupo Julia,Grupo Julia,Spain,Latin America & C...,Hotels & tourism,Unspecified,New Investment S...,-,-
5,Feb 2012,Tune Group (Tun...,Tune Group (Tun...,Malaysia,Middle East,Business services,Unspecified,New Investment Stra...,-,-
6,Feb 2012,Heli-Challenge,Heli-Challenge,France,Africa,Aerospace,n/a,New Investment Stra...,-,-
7,Feb 2012,Cimalsa,Cimalsa,Spain,Latin America & C...,Transportation & ...,Unspecified,New Investment S...,-,-
8,Feb 2012,AfrAsia Bank,AfrAsia Bank,Mauritius,Africa,Financial services,Unspecified,New Funding/Resour...,-,-
9,Feb 2012,Attijariwafa Bank,Attijariwafa Bank,Morocco,Asia-Pacific,Financial services,Unspecified,New Investment Stra...,-,-
10,Feb 2012,Bank Asya,Bank Asya,Turkey,Africa,Financial services,Unspecified,New Investment Stra...,-,-
11,Feb 2012,LFZ Holding,Mediterranean an...,Lebanon,Iraq,Financial services,Unspecified,New Funding/Reso...,-,$124.00m
12,Feb 2012,Pertamina,Pertamina,Indonesia,Asia-Pacific,"Coal, oil & gas",Manufacturing,Considering Projec...,-,$112.00m
13,Feb 2012,Cosmo First Ltd,Cosmo First Ltd,India,Africa,Plastics,Manufacturing,Considering Project (...,-,-
14,Feb 2012,Sener,Torresol Energy,Spain,Middle East,Renewable energy,Electricity,Considering Project (...,-,-
15,Feb 2012,Hochtief,Leighton Africa,Germany,Africa,"Coal, oil & gas","Sales, Marketing ...",Considering Projec...,-,-
