ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2016,BRF Brasil Foods,BRF Brasil Foods,Brazil,Namibia,Food and Beverages,n/a,New Investment Stra...,-,-
2,Jun 2016,KK Security,KK Security,Kenya,Zimbabwe,Business services,n/a,New Funding/Resour...,-,-
3,Jun 2016,Yildiz Holding,pladis,Turkey,Asia-Pacific,Food and Beverages,n/a,New Investment Stra...,-,-
4,Jun 2016,Swipe Technologies,Swipe Technologies,India,Asia-Pacific,Business machines...,n/a,New Funding/Reso...,-,-
5,Jun 2016,Dropbox,Dropbox,United States,Middle East,Communications,"Sales, Marketing ...",New Personnel,-,-
6,Jun 2016,Suitebox,Suitebox,New Zealand,United States,Communications,n/a,New Investment Stra...,-,-
7,May 2016,Fraser & Neave (...,Frasers Hospitality,Singapore,Asia-Pacific,Real estate,Construction,Considering Project (...,-,-
8,May 2016,Osmoflo,Osmoflo,Australia,Latin America & C...,Business services,n/a,New Investment Stra...,-,-
9,May 2016,Artilium,Artilium,United Kingdom,Africa,Communications,n/a,New Investment Stra...,-,-
10,May 2016,SAP,SAP Africa,Germany,Africa,Software & IT serv...,n/a,New Investment Stra...,-,-
11,May 2016,Rosatom,Rosatom,Russia,Kenya,"Coal, oil & gas",Electricity,Considering Projec...,-,-
12,May 2016,Harmony Gold,Harmony Gold,South Africa,Africa,Metals,n/a,New Investment Stra...,-,-
13,May 2016,United Bank for A...,United Bank for A...,Nigeria,Africa,Financial services,n/a,New Investment Stra...,-,-
14,May 2016,Yangtze Optical Fi...,Yangtze Optical Fi...,China,Latin America & C...,Electronic compon...,n/a,New Investment Stra...,-,-
15,May 2016,Jugnoo (SoCoMo ...,Jugnoo (SoCoMo ...,India,Asia-Pacific,Software & IT serv...,n/a,New Funding/Resour...,-,-
