ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2019,FairMoney,FairMoney,France,Vietnam,Financial services,n/a,Considering Projec...,-,-
2,Sep 2019,Redbird,Redbird,Ghana,Africa,Software & IT services,n/a,Considering Project (...,-,-
3,Sep 2019,YNV Holdings,elev8,Cyprus,United States,Business services,n/a,New Investment Stra...,-,-
4,Sep 2019,African News Age...,African News Age...,South Africa,Africa,Business services,Business Services,Considering Project (...,-,-
5,Sep 2019,Agility,Agility,Kuwait,Kenya,Transportation & War...,"Logistics, Distributio...",Considering Project (...,-,-
6,Sep 2019,Engie (GDF SUEZ...,National Central ...,France,Kuwait,Industrial equipment,n/a,Considering Project (...,-,-
7,Sep 2019,Uber Technologies,Uber Technologies,United States,Nigeria,Software & IT services,n/a,Considering Project (...,-,-
8,Sep 2019,Bulrush Agritech,Bulrush Agritech,South Africa,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
9,Sep 2019,Dallah Al-Baraka ...,Albaraka Banking...,Saudi Arabia,Kenya,Financial services,n/a,New Investment Stra...,-,-
10,Sep 2019,Zoho (AdventNet),Zoho (AdventNet),India,South Africa,Software & IT services,ICT & Internet Inf...,Considering Project (...,-,-
11,Sep 2019,3rdFlix (Practically),3rdFlix (Practically),India,United States,Software & IT services,n/a,New Funding/Resour...,-,-
12,Sep 2019,Glovo App,Glovo App,Spain,Nigeria,Software & IT services,n/a,New Investment Stra...,-,-
13,Sep 2019,PT Garuda Indon...,PT Garuda Mainte...,Indonesia,Middle East,Aerospace,n/a,Considering Project (...,-,-
14,Sep 2019,The Sun Exchange,The Sun Exchange,South Africa,Latin America & C...,Renewable energy,n/a,New Funding/Resour...,-,-
15,Sep 2019,PEG Africa,PEG Africa,Ghana,Africa,Renewable energy,n/a,New Funding/Resour...,-,$5.00m
