ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Jun 2011,The World Bank ...,International Fina...,United States,Middle East,Financial services,n/a,New Investment Stra...,-,-
2,Jun 2011,Modus Healthcar...,Modus Healthcar...,United States,Egypt,Healthcare,Construction,New Investment Stra...,-,-
3,Jun 2011,Jacobsen Elektro,Jacobsen Elektro,Norway,Tanzania,"Coal, oil & gas",Construction,New Overseas Suppli...,-,-
4,Jun 2011,Ajinomoto,Ajinomoto,Japan,Asia-Pacific,Food and Beverages,n/a,New Investment Stra...,-,-
5,Jun 2011,Byblos Bank,Byblos Bank,Lebanon,Latin America & C...,Financial services,Unspecified,New Investment Stra...,-,-
6,Jun 2011,Rosatom,Rosatom,Russia,Latin America & C...,Industrial equipme...,Construction,New Investment Stra...,-,-
7,Jun 2011,Ophir Energy,Ophir Energy,United Kingdom,Africa,"Coal, oil & gas",Unspecified,New Funding/Resour...,-,$375.00m
8,Jun 2011,OM Residual UK (...,Mutual & Federal,United Kingdom,Africa,Financial services,n/a,New Investment Stra...,-,-
9,Jun 2011,Hon Hai Precision...,Hon Hai Precision...,Taiwan,Africa,Business machines...,Manufacturing,Considering Project (...,-,-
10,Jun 2011,Kenya Data Netw...,Kenya Data Netw...,Kenya,Africa,Communications,Unspecified,New Funding/Resour...,-,-
11,Jun 2011,Sociedad Anonim...,Sociedad Anonim...,Spain,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
12,Jun 2011,Isolux Corsan,Isolux Corsan,Spain,Kenya,Transportation & ...,Electricity,New Overseas Suppli...,-,-
13,Jun 2011,Ecobank Transnat...,Ecobank Transnat...,Togo,Latin America & C...,Financial services,Unspecified,New Investment Stra...,-,-
14,Jun 2011,Yahoo,Yahoo,United States,Middle East,Software & IT serv...,"Sales, Marketing ...",Considering Project (...,-,-
15,Jun 2011,AU Optronics,AU Optronics,Taiwan,Middle East,Electronic compon...,Unspecified,New Investment Stra...,-,-
