ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,May 2018,Kodisher,Kodisher,Kenya,Africa,Software & IT services,"Sales, Marketing & ...",Considering Projec...,-,-
2,May 2018,ThoughtSpot,ThoughtSpot,United States,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,-,-
3,May 2018,Credolab,Credolab,Singapore,Asia-Pacific,Software & IT services,n/a,New Funding/Resour...,-,-
4,May 2018,Frontier Car Grou...,Frontier Car Grou...,United States,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,-,$58.00m
5,Apr 2018,Dugout,Dugout,United Kingdom,Middle East,Software & IT services,n/a,New Funding/Resour...,-,-
6,Apr 2018,Amplience,Amplience,United Kingdom,Latin America & C...,Software & IT services,n/a,New Funding/Resour...,-,-
7,Apr 2018,Africa's Talking,Africa's Talking,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,-,-
8,Apr 2018,Bayerische Motor...,Bayerische Motor...,Germany,Africa,Automotive OEM,Manufacturing,Considering Project (...,-,-
9,Apr 2018,Emaar Properties,Emaar Hospitality,UAE,Oman,Hotels & tourism,Construction,Considering Projec...,-,-
10,Apr 2018,Swvl,Swvl,Egypt,Asia-Pacific,Software & IT services,n/a,New Funding/Reso...,-,-
11,Apr 2018,InformDS Techno...,InformDS Techno...,India,South Africa,Software & IT services,n/a,New Funding/Resour...,-,-
12,Apr 2018,mSurvey,mSurvey,Kenya,Africa,Software & IT services,n/a,New Funding/Resour...,-,$3.50m
13,Apr 2018,Walmart,Builders Warehou...,United States,Africa,Consumer products,Retail,Considering Project (...,-,-
14,Apr 2018,European Bank fo...,European Bank fo...,United Kingdom,Africa,Financial services,n/a,New Investment Stra...,-,-
15,Apr 2018,Uthini,Uthini,South Africa,Kenya,Software & IT services,n/a,New Investment Stra...,-,-
