ligne,date,parent,entreprise,source,destination,secteur,activite,signal,funding,capex
1,Sep 2010,Copperbelt Energ...,Copperbelt Energ...,Zambia,Zimbabwe,"Coal, oil & gas",Electricity,Considering Project (...,-,-
2,Sep 2010,Perseus Mining,Perseus Mining,Australia,Africa,Metals,n/a,New Investment Stra...,-,-
3,Sep 2010,comScore Networ...,comScore Networ...,United States,Asia-Pacific,Business services,n/a,New Personnel,-,-
4,Sep 2010,Wipro,Wipro,India,Latin America & C...,Software & IT services,n/a,New Investment Stra...,-,-
5,Sep 2010,Dangote Group,Dangote Cement,Nigeria,Africa,Building materials,n/a,New Funding/Resour...,-,-
6,Sep 2010,National Aluminiu...,National Aluminiu...,India,Namibia,Metals,Extraction,Considering Project (...,-,-
7,Sep 2010,Siemens,Siemens Energy,Germany,Nigeria,"Coal, oil & gas",Electricity,New Overseas Suppli...,-,-
8,Sep 2010,Suzlon Energy,Suzlon Energy,India,Latin America & C...,Engines & turbines,n/a,New Investment Stra...,-,-
9,Sep 2010,Newcrest Mining,Newcrest Mining,Australia,Asia-Pacific,Metals,n/a,New Investment Stra...,-,-
10,Sep 2010,Consolidated Infr...,Consolidated Infr...,South Africa,Saudi Arabia,Electronic components,ICT & Internet Infra...,Considering Project (...,-,-
11,Sep 2010,Rasna,Rasna,India,Africa,Food and Beverages,n/a,New Investment Stra...,-,-
12,Sep 2010,Tata Group,Tata Chemicals,India,Asia-Pacific,Industrial equipment,Manufacturing,Considering Project (...,-,-
13,Sep 2010,GAIL (India),GAIL (India),India,Asia-Pacific,"Coal, oil & gas",n/a,New Investment Stra...,-,-
14,Aug 2010,Suntech Power H...,Suntech Power H...,China,South Africa,Electronic compon...,Manufacturing,Considering Project (...,-,-
15,Aug 2010,National Bank of ...,National Bank of ...,UAE,Middle East,Financial services,Business Services,New Investment Stra...,-,-
